,Company_Brand,Founded,HeadQuarter,What_it_does,Investor,Amount,Stage,Year,Num_of_Investors,Num_of_Founders,Sector,Currency,new_amount
2625,Freyr Energy,2019.0,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",Not Specified,"$1,500,000",Series A,2018,2,2,Consumer Services,Dollars,1500000.0
2626,NIRAMAI Health Analytix,2019.0,Bangalore,NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,Not Specified,"$6,000,000",Seed,2018,2,2,Automotive,Dollars,6000000.0
2627,CloudSek,2019.0,Bangalore,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,Not Specified,"₹140,000,000",Seed,2018,2,2,Technology,Rupees,2046484.43
2628,Lendbox,2019.0,Delhi,Lendbox is India's leading peer-to-peer lending online lending platform.,Not Specified,"₹60,000,000",Seed,2018,2,2,Finance,Rupees,877064.76
2629,Verloop,2019.0,Bangalore,Verloop is an automated customer support and engagement platform.,Not Specified,"$3,000,000",Series A,2018,2,2,Technology,Dollars,3000000.0
2630,Flickstree,2019.0,Mumbai,"Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",Not Specified,—,Seed,2018,2,2,Media/Entertainment,Not Specified,18606331.43630252
2631,Paymatrix,2019.0,Hyderabad,India's Leading Property Rent management platform,Not Specified,"$100,000",Seed,2018,2,2,Automotive,Dollars,100000.0
2633,InCred,2019.0,Mumbai,InCred Finance is a mumbai-based non-banking financial company,Not Specified,"$41,900,000",Venture - Series Unknown,2018,2,2,Finance,Dollars,41900000.0
2634,Vedantu,2019.0,Bangalore,Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,Not Specified,"$11,000,000",Series B,2018,2,2,Education,Dollars,11000000.0
2635,Sportido,2019.0,Noida,Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,Not Specified,—,Seed,2018,2,2,Gaming,Not Specified,18606331.43630252
2636,Stelis Biopharma,2019.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company,Not Specified,"$100,000,000",Series B,2018,2,2,Healthcare,Dollars,100000000.0
2637,Magicpin,2019.0,Gurugram,"Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",Not Specified,"₹1,410,000,000",Series C,2018,2,2,Consumer Services,Rupees,20611021.78
2638,Try & Buy,2019.0,Delhi,Try & Buy,Not Specified,—,Seed,2018,2,2,Lifestyle,Not Specified,18606331.43630252
2639,Mech Mocha,2019.0,Bangalore,Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,Not Specified,"$3,530,000",Series B,2018,2,2,Gaming,Dollars,3530000.0
2640,Aye Finance,2019.0,Gurugram,Aye Finance provides financial services to micro and small businesses in Northern India.,Not Specified,"₹72,000,000",Pre-Seed,2018,2,2,Finance,Rupees,1052477.71
2641,Aldopay,2019.0,Chennai,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,Not Specified,"$200,000",Seed,2018,2,2,Finance,Dollars,200000.0
2642,Detect Technologies,2019.0,Chennai,Completely automated remote control system.,Not Specified,"$3,300,000",Series A,2018,2,2,Energy,Dollars,3300000.0
2643,Signzy,2019.0,Bangalore,Signzy are creating 'building blocks for a Digital Trust system.,Not Specified,"₹240,000,000",Series A,2018,2,2,FinTech,Rupees,3508259.03
2644,CashRich,2019.0,Mumbai,A Mumbai-based fin-tech startup,Not Specified,"$1,000,000",Seed,2018,2,2,FinTech,Dollars,1000000.0
2645,Cloudnine Hospitals,2019.0,Bangalore,Cloudnine is an Indian chain of women and child care hospitals.,Not Specified,—,Series C,2018,2,2,Automotive,Not Specified,18606331.43630252
2646,CropIn Technologies,2019.0,Bangalore,"To discover, develop and deliver innovative solution in Agtech Space",Not Specified,"₹580,000,000",Series B,2018,2,2,Agriculture,Rupees,8478292.65
2647,Billdesk,2019.0,Ahmedabad,"BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",Not Specified,—,Venture - Series Unknown,2018,2,2,FinTech,Not Specified,18606331.43630252
2648,Yaantra,2019.0,Delhi,"Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",Not Specified,"$2,000,000",Pre-Seed,2018,2,2,Technology,Dollars,2000000.0
2649,TECHBOOZE,2019.0,Delhi,"Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",Not Specified,"$100,000",Seed,2018,2,2,Education,Dollars,100000.0
2650,HealthifyMe,2019.0,Bangalore,HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Not Specified,"$6,000,000",Series B,2018,2,2,Automotive,Dollars,6000000.0
2651,hoi foods,2019.0,Gurugram,India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Not Specified,"₹36,000,000",Seed,2018,2,2,Consumables,Rupees,526238.85
2652,Perpule,2019.0,Bangalore,Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Not Specified,"₹340,000,000",Series A,2018,2,2,Consumer Services,Rupees,4970033.62
2653,Royal Sundaram General Insurance Co. Limited,2019.0,Kalpakkam,"Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Not Specified,"$210,000,000",Corporate Round,2018,2,2,Healthcare,Dollars,210000000.0
2654,CleanseCar,2019.0,Bangalore,CleanseCar is a company provides Washing and Repair Services.,Not Specified,"₹35,000,000",Angel,2018,2,2,Automotive,Rupees,511621.11
2655,DRIVEU,2019.0,Bangalore,DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,Not Specified,"₹70,000,000",Venture - Series Unknown,2018,2,2,Logistics,Rupees,1023242.22
2656,Spinny,2019.0,Gurugram,Used cars marketplace in India. Ushering new era of transparency and convenience.,Not Specified,"$11,000,000",Series A,2018,2,2,Consumer Services,Dollars,11000000.0
2657,Asset Reconstruction Company (India) Ltd.,2019.0,Mumbai,Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,Not Specified,—,Series D,2018,2,2,Finance,Not Specified,18606331.43630252
2658,Med365 Healthcare,2019.0,Jaipur,"Wellness, Specialised Testing, Healthcare at Home",Not Specified,"₹50,000,000",Seed,2018,2,2,Healthcare,Rupees,730887.3
2659,Dunzo,2019.0,Bangalore,Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Not Specified,"₹70,000,000",Series D,2018,2,2,Technology,Rupees,1023242.22
2660,Mobile Premier League (MPL),2019.0,Bangalore,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Not Specified,"$5,000,000",Series A,2018,2,2,Gaming,Dollars,5000000.0
2661,WalMart India,2019.0,Gurugram,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",Not Specified,"$37,680,000",Venture - Series Unknown,2018,2,2,Consumer Services,Dollars,37680000.0
2662,Cred,2019.0,Bangalore,Cred is a platform to celebrate and reward the most creditworthy people of India.,Not Specified,—,Seed,2018,2,2,Other,Not Specified,18606331.43630252
2663,Meesho,2019.0,Bangalore,"Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Not Specified,"$50,000,000",Series C,2018,2,2,Media/Entertainment,Dollars,50000000.0
2664,BhaskarGuru,2019.0,Bhopal,Bhaskarguru.com is your local search Engine,Not Specified,"$1,000,000",Seed,2018,2,2,Other,Dollars,1000000.0
2665,Gugu,2019.0,Coimbatore,Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Not Specified,"$250,000",Seed,2018,2,2,Energy,Dollars,250000.0
2666,FarmTaaza,2019.0,Bangalore,Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Not Specified,—,Series A,2018,2,2,Agriculture,Not Specified,18606331.43630252
2668,BIGPHI TECHNOLOGIES PVT. LTD.,2019.0,Bangalore,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Not Specified,"$900,000",Angel,2018,2,2,Lifestyle,Dollars,900000.0
2669,Mobycy,2019.0,Gurugram,India's 1st Dockless Bicycle Sharing App,Not Specified,—,Angel,2018,2,2,Logistics,Not Specified,18606331.43630252
2671,Em Personal Care,2019.0,Worli,Em Personal Care is a Cosmetic products manufacturing Company.,Not Specified,—,Seed,2018,2,2,Wellness/Beauty,Not Specified,18606331.43630252
2672,Lucideus,2019.0,Delhi,"Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Not Specified,5000000,Venture - Series Unknown,2018,2,2,Consumer Services,Dollars,5000000.0
2673,Eupheus Learning,2019.0,Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Not Specified,—,Seed,2018,2,2,Education,Not Specified,18606331.43630252
2674,GamingMonk,2019.0,Delhi,"GamingMonk is an eSports gaming company based out of New Delhi, India.",Not Specified,"₹40,000,000",Series A,2018,2,2,Gaming,Rupees,584709.84
2675,Sukkhi Jewellery,2019.0,Mumbai,Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Not Specified,"₹510,000,000",Venture - Series Unknown,2018,2,2,Lifestyle,Rupees,7455050.43
2676,INDwealth,2019.0,Gurugram,INDwealth is an Artificial Intelligence (AI) powered wealth management company,Not Specified,"₹2,200,000,000",Seed,2018,2,2,Finance,Rupees,32159041.08
2677,Medikabazaar,2019.0,Mumbai,India's largest medical and surgical supplies marketplace,Not Specified,5000000,Series A,2018,2,2,E-Commerce,Dollars,5000000.0
2678,NIRA,2019.0,Bangalore,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Not Specified,1000000,Seed,2018,2,2,FinTech,Dollars,1000000.0
2679,Duroflex Pvt. Ltd.,2019.0,Alleppey,Duroflex Pvt. Ltd. operates as a dominant mattress player.,Not Specified,22000000,Seed,2018,2,2,Consumer Services,Dollars,22000000.0
2680,Clensta,2019.0,Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Not Specified,—,Seed,2018,2,2,Automotive,Not Specified,18606331.43630252
2682,Medimetry,2019.0,Haryana,"MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Not Specified,—,Seed,2018,2,2,Automotive,Not Specified,18606331.43630252
2683,Healthkart,2019.0,Gurugram,"The one stop shop for health, fitness & beauty.",Not Specified,10000000,Venture - Series Unknown,2018,2,2,Automotive,Dollars,10000000.0
2684,Indiabulls Ventures,2019.0,Mumbai,Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Not Specified,"₹15,392,000,000",Post-IPO Equity,2018,2,2,Finance,Rupees,224996345.56
2685,Vistara,2019.0,Haryana,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Not Specified,"₹20,000,000,000",Series B,2018,2,2,Technology,Rupees,292354918.87
2686,ClearTax,2019.0,Delhi,ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Not Specified,"₹4,000,000,000",Series B,2018,2,2,FinTech,Rupees,58470983.77
2687,Shuttl,2019.0,Gurugram,"Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Not Specified,1000000,Series E,2018,2,2,Logistics,Dollars,1000000.0
2688,GuruQ,2019.0,Delhi,A one of its kind digital integrated platform connecting tutors and students.,Not Specified,"₹25,000,000",Seed,2018,2,2,Technology,Rupees,365443.65
2689,Azure Power,2019.0,Delhi,"Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Not Specified,185000000,Post-IPO Equity,2018,2,2,Energy,Dollars,185000000.0
2690,Cube,2019.0,Mumbai,Cube is consumer banking focused fintech company.,Not Specified,"₹140,000,000",Series A,2018,2,2,FinTech,Rupees,2046484.43
2691,RAHI Care,2019.0,Chandigarh,RAHI Care is a Health Care company.,Not Specified,—,Venture - Series Unknown,2018,2,2,Automotive,Not Specified,18606331.43630252
2692,Mynvax,2019.0,Bangalore,Mynvax is a biotech Company.,Not Specified,—,Angel,2018,2,2,Healthcare,Not Specified,18606331.43630252
2693,Loans4SME,2019.0,Mumbai,Loans4SME is an alternative lending platform.,Not Specified,—,Seed,2018,2,2,Finance,Not Specified,18606331.43630252
2694,UpCyclersLab,2019.0,Mumbai,UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Not Specified,—,Seed,2018,2,2,Consumer Services,Not Specified,18606331.43630252
2695,Cellerite Systems,2019.0,Hyderabad,Cellerite Systems is a charging solutions provider for electric vehicles.,Not Specified,—,Seed,2018,2,2,Automotive,Not Specified,18606331.43630252
2696,Taru Naturals,2019.0,Mumbai,Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Not Specified,—,Seed,2018,2,2,Agriculture,Not Specified,18606331.43630252
2697,LetsMD,2019.0,Delhi,LetsMD.com is a marketplace for elective surgeries,Not Specified,1000000,Seed,2018,2,2,Automotive,Dollars,1000000.0
2698,Twenty Two Motors,2019.0,Haryana,Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Not Specified,65000000,Corporate Round,2018,2,2,Energy,Dollars,65000000.0
2699,Truebil,2019.0,Mumbai,"Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Not Specified,2000000,Series A,2018,2,2,Automotive,Dollars,2000000.0
2700,FarmersFZ,2019.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Not Specified,—,Seed,2018,2,2,Agriculture,Not Specified,18606331.43630252
2701,Worxogo,2019.0,Bangalore,worxogo’s is a pioneering persuasive technology products align employee behaviours .,Not Specified,"₹165,000,000",Series A,2018,2,2,Technology,Rupees,2411928.08
2702,Vivish Technologies (myGate),2019.0,Bangalore,India's leading mobile based security management solution .,Not Specified,"₹650,000,000",Series A,2018,2,2,Technology,Rupees,9501534.86
2703,Singularity Dynamics,2019.0,Bangalore,Singularity Dynamics is a Chip-design testing startup.,Not Specified,—,Seed,2018,2,2,Technology,Not Specified,18606331.43630252
2704,Virtual MetalStreet(MetalStreet),2019.0,Bangalore,Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,Not Specified,700000,Angel,2018,2,2,E-Commerce,Dollars,700000.0
2705,Veritas Finance,2019.0,Guindy,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Not Specified,30000000,Venture - Series Unknown,2018,2,2,Finance,Dollars,30000000.0
2706,Manjushree Technopack,2019.0,Bangalore,Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,Not Specified,—,Series C,2018,2,2,Consumer Services,Not Specified,18606331.43630252
2707,GoZefo,2019.0,Bangalore,Startup working on a white space in the eCommerce industry.,Not Specified,"₹210,000,000",Venture - Series Unknown,2018,2,2,Technology,Rupees,3069726.65
2708,Zomato,2019.0,Gurugram,Zomato is a search app offering detailed information for restaurants as well as online food delivery.,Not Specified,210000000,Series E,2018,2,2,Consumables,Dollars,210000000.0
2709,Innov8 Coworking,2019.0,Delhi,Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,Not Specified,4000000,Seed,2018,2,2,Real Estate,Dollars,4000000.0
2710,RevFin,2019.0,Delhi,RevFin is a digital lending company.,Not Specified,—,Seed,2018,2,2,Finance,Not Specified,18606331.43630252
2711,Lavelle Networks,2019.0,Bangalore,Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Not Specified,"₹20,000,000",Venture - Series Unknown,2018,2,2,Technology,Rupees,292354.92
2712,Blackbuck,2019.0,Bangalore,Blackbuck is a logistics startup based in India.,Not Specified,"₹2,029,600,000",Series D,2018,2,2,Logistics,Rupees,29668177.17
2713,Cardekho,2019.0,Gurugram,Cardekho is a car search venture that helps users buy cars that are right for them.,Not Specified,75000000,Series C,2018,2,2,Automotive,Dollars,75000000.0
2714,ElasticRun,2019.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Not Specified,"₹600,000,000",Series B,2018,2,2,Logistics,Rupees,8770647.57
2715,Droom Technology Private Limited,2019.0,Gurugram,Droom is a marketplace for automobiles and automobile services.,Not Specified,30000000,Series E,2018,2,2,Automotive,Dollars,30000000.0
2716,Vogo Rentals,2019.0,Kormangala,Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,Not Specified,"₹80,000,000",Angel,2018,2,2,Logistics,Rupees,1169419.68
2717,InnerChef,2019.0,Gurugram,InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,Not Specified,1760000,Venture - Series Unknown,2018,2,2,Consumables,Dollars,1760000.0
2718,LivQuik,2019.0,Mumbai,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Not Specified,2700000,Corporate Round,2018,2,2,FinTech,Dollars,2700000.0
2719,Disprz,2019.0,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Not Specified,400000,Series B,2018,2,2,Education,Dollars,400000.0
2720,9stacks,2019.0,Delhi,Online gaming startup.,Not Specified,"₹280,000,000",Series A,2018,2,2,Gaming,Rupees,4092968.86
2721,Origo,2019.0,Gurugram,"Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Not Specified,"₹800,000,000",Venture - Series Unknown,2018,2,2,Other,Rupees,11694196.75
2722,YourOwnROOM,2019.0,Bangalore,"Good quality, strategically located homes closer to work for millennials",Not Specified,750000,Seed,2018,2,2,Logistics,Dollars,750000.0
2723,Vahdam Teas,2019.0,Delhi,Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Not Specified,2500000,Series B,2018,2,2,Consumables,Dollars,2500000.0
2724,Spoofin,2019.0,Delhi,A social networking app that lets you create and view Spoofs of your favourite videos.,Not Specified,—,Venture - Series Unknown,2018,2,2,Media/Entertainment,Not Specified,18606331.43630252
2725,Strom Motors,2019.0,Mumbai,Strom Motors is a smart urban mobility Company.,Not Specified,—,Angel,2018,2,2,Automotive,Not Specified,18606331.43630252
2726,PharmEasy,2019.0,Mumbai,PharmEasy - Indias largest healthcare delivery platform,Not Specified,80000000,Series C,2018,2,2,Automotive,Dollars,80000000.0
2727,Licious,2019.0,Bangalore,"Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",Not Specified,25000000,Series C,2018,2,2,Consumables,Dollars,25000000.0
2728,Stanza Living,2019.0,Delhi,Stanza Living is a co-living platform created for students moving to a new place.,Not Specified,"₹730,000,000",Venture - Series Unknown,2018,2,2,Hospitality,Rupees,10670954.54
2729,docturnal,2019.0,Hyderabad,"Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",Not Specified,—,Seed,2018,2,2,Automotive,Not Specified,18606331.43630252
2730,Bounce (Metro Bikes),2019.0,Bangalore,"Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",Not Specified,3000000,Venture - Series Unknown,2018,2,2,Automotive,Dollars,3000000.0
2731,Technology 9 Labs (T9L),2019.0,Delhi,Technology 9 Labs is an Information Technology and Services company.,Not Specified,—,Corporate Round,2018,2,2,Technology,Not Specified,18606331.43630252
2732,Goals101,2019.0,Delhi,Goals101 is a one of the fastest growing big-data platforms.,Not Specified,3500000,Seed,2018,2,2,Finance,Dollars,3500000.0
2733,Satya MicroCapital,2019.0,Delhi,New Delhi-based non-banking financial company.,Not Specified,"₹400,000,000",Venture - Series Unknown,2018,2,2,Finance,Rupees,5847098.38
2734,Ummeed Housing Finance Private Limited,2019.0,Haryana,Ummeed Housing Finance Private Limited,Not Specified,"₹600,000,000",Series C,2018,2,2,Finance,Rupees,8770647.57
2735,StockEdge,2019.0,Kolkata,"StockEdge is a unique platform, which is 100% focused on research and analytics",Not Specified,1100000,Seed,2018,2,2,Marketing,Dollars,1100000.0
2736,Sequretek,2019.0,Mumbai,Sequretek is a cyber security start-up.,Not Specified,3700000,Venture - Series Unknown,2018,2,2,Other,Dollars,3700000.0
2737,Avenues Payments India Pvt. Ltd.,2019.0,Mumbai,Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,Not Specified,1300000,Corporate Round,2018,2,2,Other,Dollars,1300000.0
2738,Qbera,2019.0,Bangalore,Qbera is a managed marketplace for unsecured personal loans.,Not Specified,"₹140,000,000",Venture - Series Unknown,2018,2,2,Finance,Rupees,2046484.43
2739,Urban Ladder,2019.0,Bangalore,Urban Ladder is a Bangalore-based online furniture company.,Not Specified,5600000,Pre-Seed,2018,2,2,Real Estate,Dollars,5600000.0
2740,Planet11 eCommerce Solutions India (Avenue11),2019.0,Bangalore,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",Not Specified,"₹260,000,000",Corporate Round,2018,2,2,Other,Rupees,3800613.95
2741,DailyNinja,2019.0,Bangalore,"Daily Ninja, a mobile app that delivers daily needs on a subscription model",Not Specified,—,Series A,2018,2,2,Technology,Not Specified,18606331.43630252
2742,Iba Halal Care,2019.0,Ahmedabad,Iba Halal Care is a cosmetics brand company.,Not Specified,"₹150,000,000",Series A,2018,2,2,Other,Rupees,2192661.89
2743,Knocksense,2019.0,Lucknow,Knocksense is a fast growing lifestyle website.,Not Specified,—,Seed,2018,2,2,Media/Entertainment,Not Specified,18606331.43630252
2744,Togedr,2019.0,Gurugram,Togedr is an activity discovery & booking platform.,Not Specified,—,Venture - Series Unknown,2018,2,2,Other,Not Specified,18606331.43630252
2745,Parkwheels,2019.0,Haryana,"Parkwheels aims at solving the big, bad & unsexy parking problems of India.",Not Specified,"₹12,000,000",Seed,2018,2,2,Automotive,Rupees,175412.95
2746,ShareChat,2019.0,Bangalore,ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,Not Specified,99230000,Series C,2018,2,2,Media/Entertainment,Dollars,99230000.0
2747,Cyclops Medtech,2019.0,Bangalore,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,Not Specified,1000000,Seed,2018,2,2,Automotive,Dollars,1000000.0
2748,Livspace,2019.0,Bangalore,"Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",Not Specified,70000000,Series C,2018,2,2,E-Commerce,Dollars,70000000.0
2749,NewsBytes,2019.0,Gurugram,NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,Not Specified,1000000,Seed,2018,2,2,Media/Entertainment,Dollars,1000000.0
2750,Leena AI,2019.0,Gurugram,Leena is smart AI powered HR companion dedicated towards engaging employees.,Not Specified,2000000,Seed,2018,2,2,Technology,Dollars,2000000.0
2751,Max Healthcare,2019.0,Delhi,Max Healthcare is one of the leading chain of hospitals in India.,Not Specified,—,Corporate Round,2018,2,2,Automotive,Not Specified,18606331.43630252
2752,GoBolt,2019.0,Delhi,Delhi-based logistics technology.,Not Specified,"₹400,000,000",Venture - Series Unknown,2018,2,2,Logistics,Rupees,5847098.38
2754,Mate Labs,2019.0,Bangalore,Mate Labs is a machine learning solutions platform for beginners.,Not Specified,550000,Seed,2018,2,2,Technology,Dollars,550000.0
2755,Furlenco,2019.0,Bangalore,Furlenco is a Bangalore-based company that offers a home furniture subscription program.,Not Specified,—,Series C,2018,2,2,Consumer Services,Not Specified,18606331.43630252
2756,Ola,2019.0,Kormangala,Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,Not Specified,50000000,Venture - Series Unknown,2018,2,2,Logistics,Dollars,50000000.0
2757,DocPrime,2019.0,Haryana,DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes.,Not Specified,50000000,Venture - Series Unknown,2018,2,2,Automotive,Dollars,50000000.0
2758,CLP India Pvt. Ltd.,2019.0,Mumbai,CLP India Pvt. Ltd. is a foreign investor in the Indian power sector.,Not Specified,365000000,Seed,2018,2,2,Energy,Dollars,365000000.0
2759,Xplorabox,2019.0,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,Not Specified,—,Seed,2018,2,2,Automotive,Not Specified,18606331.43630252
2760,Myra,2019.0,Bangalore,Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.,Not Specified,"₹8,750,000",Venture - Series Unknown,2018,2,2,Automotive,Rupees,127905.28
2761,Vokal,2019.0,Bangalore,India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,Not Specified,1500000,Series A,2018,2,2,Technology,Dollars,1500000.0
2762,Kissht,2019.0,Mumbai,"Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sales",Not Specified,30000000,Series C,2018,2,2,FinTech,Dollars,30000000.0
2763,Upwards Fintech,2019.0,Mumbai,Upwards Fintech financial company.,Not Specified,5000000,Series A,2018,2,2,Finance,Dollars,5000000.0
2764,Bon(Bonfleet Solutions),2019.0,Pune,"Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",Not Specified,"₹78,000,000",Seed,2018,2,2,FinTech,Rupees,1140184.18
2765,Mamaearth,2019.0,Gurugram,Mamaearth is an online retailer specializing in baby and toddler products.,Not Specified,4000000,Series A,2018,2,2,Consumer Services,Dollars,4000000.0
2766,BabyChakra,2019.0,Mumbai,BabyChakra is India's largest & most loved platform to discover the right maternity and childcare.,Not Specified,—,Series B,2018,2,2,Automotive,Not Specified,18606331.43630252
2767,Belstar Investment and Finance Private Limited,2019.0,Chennai,Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs.,Not Specified,28000000,Venture - Series Unknown,2018,2,2,Finance,Dollars,28000000.0
2768,Naaptol,2019.0,Mumbai,"Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content.",Not Specified,15000000,Venture - Series Unknown,2018,2,2,Consumer Services,Dollars,15000000.0
2769,Moonshine Meadery,2019.0,Pune,Moonshine Meadery is a first craft meadery.,Not Specified,—,Seed,2018,2,2,Consumables,Not Specified,18606331.43630252
2770,Verzeo,2019.0,Bangalore,Verzeo is anAI-focussed edtech startup.,Not Specified,5000000,Series A,2018,2,2,Education,Dollars,5000000.0
2771,Haazri,2019.0,Mumbai,Haazri is a tea and snack quick service restaurant startup,Not Specified,"₹12,500,000",Seed,2018,2,2,Consumables,Rupees,182721.82
2772,Connect India,2019.0,Delhi,"To create pervasive network where connections are simpler, more powerful, more affordable, more global and more available to all.",Not Specified,—,Angel,2018,2,2,Logistics,Not Specified,18606331.43630252
2773,Flyrobe,2019.0,Mumbai,Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,Not Specified,"₹264,000,000",Series B,2018,2,2,Lifestyle,Rupees,3859084.93
2774,Scholify,2019.0,Bangalore,Edutech,Not Specified,—,Pre-Seed,2018,2,2,Other,Not Specified,18606331.43630252
2775,Dream11,2019.0,Mumbai,"Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",Not Specified,100000000,Series D,2018,2,2,Gaming,Dollars,100000000.0
2776,srJna,2019.0,Jaipur,"SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",Not Specified,—,Seed,2018,2,2,Education,Not Specified,18606331.43630252
2777,Nykaa,2019.0,Mumbai,Nykaa.com is a premier online beauty and wellness destination,Not Specified,"₹1,130,000,000",Series D,2018,2,2,Lifestyle,Rupees,16518052.92
2778,Chaayos,2019.0,Delhi,Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda.,Not Specified,"₹810,000,000",Series B,2018,2,2,Consumables,Rupees,11840374.21
2779,Heelium,2019.0,Pune,Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,Not Specified,—,Seed,2018,2,2,Gaming,Not Specified,18606331.43630252
2780,LT Foods,2019.0,Delhi,LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,Not Specified,"₹1,400,000,000",Post-IPO Equity,2018,2,2,Consumables,Rupees,20464844.32
